ID,State,County,obesity_percent,poverty_percent,,
1204,Maryland,Garrett County,30.6,12.4,,
1205,Maryland,Harford County,27.9,8,,
1206,Maryland,Howard County,21.7,5.2,,
1207,Maryland,Kent County,28.1,11.2,,
1208,Maryland,Montgomery County,20.1,6.7,,
1209,Maryland,Prince George's County,33.4,9.6,,
1210,Maryland,Queen Anne's County,28.9,7.5,,
1211,Maryland,St. Mary's County,32,7.9,,
1212,Maryland,Somerset County,42.2,24.7,,
1213,Maryland,Talbot County,29.3,11.2,,
1214,Maryland,Washington County,33.8,12.9,,
1215,Maryland,Wicomico County,35.9,15.9,,
1216,Maryland,Worcester County,29.4,11,,
1217,Maryland,Baltimore city,33.7,23.7,,11.2375
1218,Massachusetts,Barnstable County,19.9,8.7,,
1219,Massachusetts,Berkshire County,23.7,13,,
1220,Massachusetts,Bristol County,28.3,12.7,,
1221,Massachusetts,Dukes County,22,11.7,,
1222,Massachusetts,Essex County,25.5,11.4,,
1223,Massachusetts,Franklin County,21,11.7,,
1224,Massachusetts,Hampden County,27.5,17.5,,
1225,Massachusetts,Hampshire County,18.9,14.7,,
1226,Massachusetts,Middlesex County,22.6,8.3,,
1227,Massachusetts,Nantucket County,20,11.6,,
1228,Massachusetts,Norfolk County,20.5,6.6,,
1229,Massachusetts,Plymouth County,27.8,8.2,,
1230,Massachusetts,Suffolk County,21.3,20.7,,
1231,Massachusetts,Worcester County,27,11.8,,12.04285714
1232,Michigan,Alcona County,31.1,15.2,,
1233,Michigan,Alger County,29.8,14.3,,
1234,Michigan,Allegan County,30.2,12.7,,
1235,Michigan,Alpena County,32.1,17.2,,
1236,Michigan,Antrim County,32.2,14.5,,
1237,Michigan,Arenac County,34,19.9,,
1238,Michigan,Baraga County,32.5,15.6,,
1239,Michigan,Barry County,31.2,11,,
1240,Michigan,Bay County,35.4,15,,
1241,Michigan,Benzie County,28.7,11.6,,
1242,Michigan,Berrien County,34.8,17.7,,
1243,Michigan,Branch County,31.8,17.7,,
1244,Michigan,Calhoun County,33.9,17.5,,
1245,Michigan,Cass County,35.3,14.7,,
1246,Michigan,Charlevoix County,28.6,12.3,,
1247,Michigan,Cheboygan County,33.2,18.2,,
1248,Michigan,Chippewa County,34.6,18.9,,
1249,Michigan,Clare County,33.8,26.1,,
1250,Michigan,Clinton County,31.6,11.8,,
1251,Michigan,Crawford County,30.4,15.2,,
1252,Michigan,Delta County,32.1,17.2,,
1253,Michigan,Dickinson County,30.1,13.8,,
1254,Michigan,Eaton County,35.7,10.8,,
1255,Michigan,Emmet County,29.8,10.8,,
1256,Michigan,Genesee County,33,20.9,,
1257,Michigan,Gladwin County,34.7,20.7,,
1258,Michigan,Gogebic County,31.3,20.2,,
1259,Michigan,Grand Traverse County,26.8,11,,
1260,Michigan,Gratiot County,33.6,18.9,,
1261,Michigan,Hillsdale County,32,20.1,,
1262,Michigan,Houghton County,30.7,21.4,,
1263,Michigan,Huron County,31.5,14.1,,
1264,Michigan,Ingham County,30.4,22.4,,
1265,Michigan,Ionia County,38,15.1,,
1266,Michigan,Iosco County,33.2,17.7,,
1267,Michigan,Iron County,29.1,15.6,,
1268,Michigan,Isabella County,30.9,30.2,,
1269,Michigan,Jackson County,33.7,17,,
1270,Michigan,Kalamazoo County,30.6,18.3,,
1271,Michigan,Kalkaska County,31.6,17,,
1272,Michigan,Kent County,28.7,15.3,,
1273,Michigan,Keweenaw County,30.9,15.3,,
1274,Michigan,Lake County,32,28.7,,
1275,Michigan,Lapeer County,30.3,10.6,,
1276,Michigan,Leelanau County,26.6,10.4,,
1277,Michigan,Lenawee County,30.8,14.3,,
1278,Michigan,Livingston County,29.6,5.9,,
1279,Michigan,Luce County,32.6,19.5,,
1280,Michigan,Mackinac County,31.1,15.9,,
1281,Michigan,Macomb County,33.3,12.6,,
1282,Michigan,Manistee County,34.6,16.9,,
1283,Michigan,Marquette County,29.2,17,,
1284,Michigan,Mason County,29.9,17.2,,
1285,Michigan,Mecosta County,35,23.1,,
1286,Michigan,Menominee County,34.4,16.2,,
1287,Michigan,Midland County,30.5,13.3,,
1288,Michigan,Missaukee County,32.2,16.8,,
1289,Michigan,Monroe County,33.8,11.3,,
1290,Michigan,Montcalm County,34,18.2,,
1291,Michigan,Montmorency County,28.9,16.9,,
1292,Michigan,Muskegon County,35.8,19.2,,
1293,Michigan,Newaygo County,34,18.2,,
1294,Michigan,Oakland County,26.3,10.1,,
1295,Michigan,Oceana County,34.8,20.4,,
1296,Michigan,Ogemaw County,35.6,21.8,,
1297,Michigan,Ontonagon County,33,15.5,,
1298,Michigan,Osceola County,34.2,22,,
1299,Michigan,Oscoda County,33.5,19.8,,
1300,Michigan,Otsego County,33.3,13.8,,
1301,Michigan,Ottawa County,27.6,10.4,,
1302,Michigan,Presque Isle County,32.3,13.7,,
1303,Michigan,Roscommon County,34.2,20.6,,
1304,Michigan,Saginaw County,38.9,18.3,,
1305,Michigan,St. Clair County,33,14.6,,
1306,Michigan,St. Joseph County,34.7,17.2,,
1307,Michigan,Sanilac County,31.3,15.7,,
1308,Michigan,Schoolcraft County,31.3,21.4,,
1309,Michigan,Shiawassee County,32.4,14.4,,
1310,Michigan,Tuscola County,32.6,15.7,,
1311,Michigan,Van Buren County,33.5,18.8,,
1312,Michigan,Washtenaw County,24.4,15.4,,
1313,Michigan,Wayne County,33.5,25,,
1314,Michigan,Wexford County,30.2,17.4,,16.68795181
1315,Minnesota,Aitkin County,29.9,12.4,,
1316,Minnesota,Anoka County,30,7.7,,
1317,Minnesota,Becker County,32.6,12.8,,
1318,Minnesota,Beltrami County,30.9,18.8,,
1319,Minnesota,Benton County,29.3,14.9,,
1320,Minnesota,Big Stone County,28.7,14.4,,
1321,Minnesota,Blue Earth County,33.7,19.1,,
1322,Minnesota,Brown County,30.1,7.8,,
1323,Minnesota,Carlton County,30.1,13.7,,
1324,Minnesota,Carver County,23,4.4,,
1325,Minnesota,Cass County,26.5,16.6,,
1326,Minnesota,Chippewa County,29.9,12.2,,
1327,Minnesota,Chisago County,29.8,5.5,,
1328,Minnesota,Clay County,28.4,12.7,,
1329,Minnesota,Clearwater County,31,16.9,,
1330,Minnesota,Cook County,28.9,11.4,,
1331,Minnesota,Cottonwood County,31.7,16.8,,
1332,Minnesota,Crow Wing County,29,11.3,,
1333,Minnesota,Dakota County,26.6,7.7,,
1334,Minnesota,Dodge County,24.9,6.7,,
1335,Minnesota,Douglas County,30,9.6,,
1336,Minnesota,Faribault County,27,13.5,,
1337,Minnesota,Fillmore County,25.1,11.1,,
1338,Minnesota,Freeborn County,29.9,12.1,,
1339,Minnesota,Goodhue County,32.2,11.2,,
1340,Minnesota,Grant County,32,9.1,,
1341,Minnesota,Hennepin County,22.8,12.5,,
1342,Minnesota,Houston County,25.7,11,,
1343,Minnesota,Hubbard County,24.9,11.6,,
1344,Minnesota,Isanti County,28,7.4,,
1345,Minnesota,Itasca County,32.2,13.6,,
1346,Minnesota,Jackson County,31.5,10.8,,
1347,Minnesota,Kanabec County,29.9,14.2,,
1348,Minnesota,Kandiyohi County,29.1,11.7,,
1349,Minnesota,Kittson County,27.8,10.9,,
1350,Minnesota,Koochiching County,28,15.2,,
1351,Minnesota,Lac qui Parle County,28.8,8.2,,
1352,Minnesota,Lake County,30.3,13,,
1353,Minnesota,Lake of the Woods Count,30.4,9.3,,
1354,Minnesota,Le Sueur County,32.4,9.1,,
1355,Minnesota,Lincoln County,28.3,9.3,,
1356,Minnesota,Lyon County,28.7,14.1,,
1357,Minnesota,McLeod County,31.1,8.1,,
1358,Minnesota,Mahnomen County,32.6,24.9,,
1359,Minnesota,Marshall County,29.7,7.9,,
1360,Minnesota,Martin County,32.2,11.4,,
1361,Minnesota,Meeker County,30.4,10.1,,
1362,Minnesota,Mille Lacs County,35.9,12.2,,
1363,Minnesota,Morrison County,34.3,11.3,,
1364,Minnesota,Mower County,30.8,14,,
1365,Minnesota,Murray County,29.8,9.2,,
1366,Minnesota,Nicollet County,29.9,12.4,,
1367,Minnesota,Nobles County,28.8,15.6,,
1368,Minnesota,Norman County,28.2,12.9,,
1369,Minnesota,Olmsted County,25.6,9,,
1370,Minnesota,Otter Tail County,29.4,10,,
1371,Minnesota,Pennington County,27.5,9.3,,
1372,Minnesota,Pine County,36.2,14.6,,
1373,Minnesota,Pipestone County,28.4,12.9,,
1374,Minnesota,Polk County,33.5,13.1,,
1375,Minnesota,Pope County,32.1,9.4,,
1376,Minnesota,Ramsey County,25.8,16.5,,
1377,Minnesota,Red Lake County,32.8,10.7,,
1378,Minnesota,Redwood County,32.6,11.8,,
1379,Minnesota,Renville County,29.5,11.1,,
1380,Minnesota,Rice County,31.5,11.4,,
1381,Minnesota,Rock County,28.4,11.4,,
1382,Minnesota,Roseau County,29.3,10.7,,
1383,Minnesota,St. Louis County,27.1,16,,
1384,Minnesota,Scott County,24.6,5.7,,
1385,Minnesota,Sherburne County,28.8,7.9,,
1386,Minnesota,Sibley County,33.3,10.7,,
1387,Minnesota,Stearns County,27.6,13.5,,
1388,Minnesota,Steele County,30.5,10.4,,
1389,Minnesota,Stevens County,33.5,18.4,,
1390,Minnesota,Swift County,28.6,12.5,,
1391,Minnesota,Todd County,30.4,14.7,,
1392,Minnesota,Traverse County,32.1,10.2,,
1393,Minnesota,Wabasha County,32.2,7.3,,
1394,Minnesota,Wadena County,29.2,16.4,,
1395,Minnesota,Waseca County,33.7,8.7,,
1396,Minnesota,Washington County,26.1,5.4,,
1397,Minnesota,Watonwan County,26.9,10.8,,
1398,Minnesota,Wilkin County,28.5,9.9,,
1399,Minnesota,Winona County,28.9,14.7,,
1400,Minnesota,Wright County,28,6.2,,
1401,Minnesota,Yellow Medicine County,29,11.9,,11.67241379
1402,Mississippi,Adams County,37.7,30.1,,
1403,Mississippi,Alcorn County,37.9,21.2,,
1404,Mississippi,Amite County,42.3,22.4,,
1405,Mississippi,Attala County,39.2,26,,
1406,Mississippi,Benton County,37,21,,
1407,Mississippi,Bolivar County,37.5,37.1,,
1408,Mississippi,Calhoun County,35.8,25.9,,
1409,Mississippi,Carroll County,34.2,20.6,,
1410,Mississippi,Chickasaw County,33.4,26.3,,
1411,Mississippi,Choctaw County,31.7,26.2,,
1412,Mississippi,Claiborne County,47.6,42,,
1413,Mississippi,Clarke County,34.8,21.3,,
1414,Mississippi,Clay County,35.3,26.6,,
1415,Mississippi,Coahoma County,42.9,34.1,,
1416,Mississippi,Copiah County,37.4,27.2,,
1417,Mississippi,Covington County,36.3,27,,
1418,Mississippi,DeSoto County,35.9,9.8,,
1419,Mississippi,Forrest County,34.4,27.8,,
1420,Mississippi,Franklin County,35.6,18.9,,
1421,Mississippi,George County,34.2,18.4,,
1422,Mississippi,Greene County,38.5,14.5,,
1423,Mississippi,Grenada County,38.9,22.3,,
1424,Mississippi,Hancock County,31.9,21.6,,
1425,Mississippi,Harrison County,32.3,20.8,,
1426,Mississippi,Hinds County,34.9,25.9,,
1427,Mississippi,Holmes County,46.1,43.4,,
1428,Mississippi,Humphreys County,41.6,39.7,,
1429,Mississippi,Issaquena County,34.4,40.3,,
1430,Mississippi,Itawamba County,34.5,18.8,,
1431,Mississippi,Jackson County,32,15.4,,
1432,Mississippi,Jasper County,37.9,23.9,,
1433,Mississippi,Jefferson County,44.5,48.7,,
1434,Mississippi,Jefferson Davis County,39.4,34.3,,
1435,Mississippi,Jones County,38.4,22.7,,
1436,Mississippi,Kemper County,36.9,30.5,,
1437,Mississippi,Lafayette County,34.3,25.8,,
1438,Mississippi,Lamar County,32.8,16.7,,
1439,Mississippi,Lauderdale County,32.3,22.8,,
1440,Mississippi,Lawrence County,36.8,22,,
1441,Mississippi,Leake County,40.9,27.2,,
1442,Mississippi,Lee County,33,18.3,,
1443,Mississippi,Leflore County,44,41.9,,
1444,Mississippi,Lincoln County,39.1,26.6,,
1445,Mississippi,Lowndes County,34.3,23.5,,
1446,Mississippi,Madison County,28.6,13.5,,
1447,Mississippi,Marion County,34.2,28.4,,
1448,Mississippi,Marshall County,39.1,19,,
1449,Mississippi,Monroe County,38,19.9,,
1450,Mississippi,Montgomery County,38.3,29.6,,
1451,Mississippi,Neshoba County,37.5,24,,
1452,Mississippi,Newton County,34.8,22.6,,
1453,Mississippi,Noxubee County,40.6,36.4,,
1454,Mississippi,Oktibbeha County,34.2,33.7,,
1455,Mississippi,Panola County,36,22.8,,
1456,Mississippi,Pearl River County,33.7,21.5,,
1457,Mississippi,Perry County,37.2,18.9,,
1458,Mississippi,Pike County,37.2,29.1,,
1459,Mississippi,Pontotoc County,31.1,16.2,,
1460,Mississippi,Prentiss County,33.1,21.1,,
1461,Mississippi,Quitman County,41.5,39.5,,
1462,Mississippi,Rankin County,31.5,10,,
1463,Mississippi,Scott County,33.7,27.7,,
1464,Mississippi,Sharkey County,37.5,29.3,,
1465,Mississippi,Simpson County,37.7,26.1,,
1466,Mississippi,Smith County,36.8,23.6,,
1467,Mississippi,Stone County,35.8,17.9,,
1468,Mississippi,Sunflower County,42.2,35.5,,
1469,Mississippi,Tallahatchie County,39.6,24.9,,
1470,Mississippi,Tate County,37.4,17.5,,
1471,Mississippi,Tippah County,33.9,24.5,,
1472,Mississippi,Tishomingo County,36.6,16.4,,
1473,Mississippi,Tunica County,40.7,27.3,,
1474,Mississippi,Union County,33.2,22.5,,
1475,Mississippi,Walthall County,38.3,28.7,,
1476,Mississippi,Warren County,32.7,22.6,,
1477,Mississippi,Washington County,38.9,36,,
1478,Mississippi,Wayne County,38.2,27.2,,
1479,Mississippi,Webster County,33.9,22.7,,
1480,Mississippi,Wilkinson County,39.9,32.3,,
1481,Mississippi,Winston County,36.4,29.5,,
1482,Mississippi,Yalobusha County,38.6,20.3,,
1483,Mississippi,Yazoo County,38.8,33.1,,25.72317073
1484,Missouri,Adair County,29,26.9,,
1485,Missouri,Andrew County,29.3,9,,
1486,Missouri,Atchison County,29.8,13,,
1487,Missouri,Audrain County,34.7,18.5,,
1488,Missouri,Barry County,32.4,20.1,,
1489,Missouri,Barton County,35.3,24.2,,
1490,Missouri,Bates County,32.1,18.5,,
1491,Missouri,Benton County,31.2,19.1,,
1492,Missouri,Bollinger County,33.1,21.7,,
1493,Missouri,Boone County,28.4,19.7,,
1494,Missouri,Buchanan County,32.6,18.1,,
1495,Missouri,Butler County,35.1,21.3,,
1496,Missouri,Caldwell County,37.2,13.4,,
1497,Missouri,Callaway County,34.3,14.4,,
1498,Missouri,Camden County,28.5,17.3,,
1499,Missouri,Cape Girardeau County,31.9,18.3,,
1500,Missouri,Carroll County,35.4,14.3,,
1501,Missouri,Carter County,31.1,21.3,,
1502,Missouri,Cass County,30.3,9.9,,
1503,Missouri,Cedar County,31,24.9,,
1504,Missouri,Chariton County,30.4,16.4,,
1505,Missouri,Christian County,29.1,11.1,,
1506,Missouri,Clark County,34.3,13.7,,
1507,Missouri,Clay County,29.3,8.8,,
1508,Missouri,Clinton County,34.5,9.3,,
1509,Missouri,Cole County,30.7,12.9,,
1510,Missouri,Cooper County,35.4,14.7,,
1511,Missouri,Crawford County,32.4,21,,
1512,Missouri,Dade County,34.3,19.9,,
1513,Missouri,Dallas County,33.7,21.9,,
1514,Missouri,Daviess County,32.6,16.7,,
1515,Missouri,DeKalb County,36.1,15,,
1516,Missouri,Dent County,34.6,23.8,,
1517,Missouri,Douglas County,32.5,22.2,,
1518,Missouri,Dunklin County,32,27.7,,
1519,Missouri,Franklin County,30.4,11.9,,
1520,Missouri,Gasconade County,35,15.9,,
1521,Missouri,Gentry County,28.7,17,,
1522,Missouri,Greene County,32,19,,
1523,Missouri,Grundy County,32.6,20.3,,
1524,Missouri,Harrison County,34.1,17.5,,
1525,Missouri,Henry County,29.5,19.3,,
1526,Missouri,Hickory County,29.2,26,,
1527,Missouri,Holt County,32.5,12.4,,
1528,Missouri,Howard County,33.9,16.7,,
1529,Missouri,Howell County,31.5,23.2,,
1530,Missouri,Iron County,35.1,23.4,,
1531,Missouri,Jackson County,31,17.9,,
1532,Missouri,Jasper County,34.5,17.1,,
1533,Missouri,Jefferson County,30.4,10.9,,
1534,Missouri,Johnson County,30.9,17,,
1535,Missouri,Knox County,31.7,20.9,,
1536,Missouri,Laclede County,31.1,19.5,,
1537,Missouri,Lafayette County,29.1,11.5,,
1538,Missouri,Lawrence County,30,18.8,,
1539,Missouri,Lewis County,35.5,12.8,,
1540,Missouri,Lincoln County,31.5,15,,
1541,Missouri,Linn County,30.6,17.9,,
1542,Missouri,Livingston County,28.8,16.6,,
1543,Missouri,McDonald County,28.1,21.7,,
1544,Missouri,Macon County,32.8,19.1,,
1545,Missouri,Madison County,34.3,18.4,,
1546,Missouri,Maries County,33.7,19.2,,
1547,Missouri,Marion County,37.3,18.3,,
1548,Missouri,Mercer County,33.4,16,,
1549,Missouri,Miller County,30.8,20.1,,
1550,Missouri,Mississippi County,31.9,29.2,,
1551,Missouri,Moniteau County,28.3,13,,
1552,Missouri,Monroe County,30.8,14.7,,
1553,Missouri,Montgomery County,33.9,17.6,,
1554,Missouri,Morgan County,28.3,24,,
1555,Missouri,New Madrid County,33.1,22.8,,
1556,Missouri,Newton County,32,14.5,,
1557,Missouri,Nodaway County,29.7,28.6,,
1558,Missouri,Oregon County,32.4,26.3,,
1559,Missouri,Osage County,33.3,8.4,,
1560,Missouri,Ozark County,33.4,24.3,,
1561,Missouri,Pemiscot County,34.4,28.9,,
1562,Missouri,Perry County,33,9.6,,
1563,Missouri,Pettis County,36.5,18.1,,
1564,Missouri,Phelps County,27,19.4,,
1565,Missouri,Pike County,28.8,15.3,,
1566,Missouri,Platte County,30.8,7.7,,
1567,Missouri,Polk County,29.4,18.5,,
1568,Missouri,Pulaski County,28.4,13.2,,
1569,Missouri,Putnam County,31.9,19.2,,
1570,Missouri,Ralls County,32.6,12.4,,
1571,Missouri,Randolph County,33,19.1,,
1572,Missouri,Ray County,34.8,15.9,,
1573,Missouri,Reynolds County,32.6,21.2,,
1574,Missouri,Ripley County,34.3,22.8,,
1575,Missouri,St. Charles County,25,6.3,,
1576,Missouri,St. Clair County,28.6,23.3,,
1577,Missouri,Ste. Genevieve County,30.1,14.3,,
1578,Missouri,St. Francois County,32.8,19.3,,
1579,Missouri,St. Louis County,29,10.9,,
1580,Missouri,Saline County,37.6,17.3,,
1581,Missouri,Schuyler County,30.3,21.2,,
1582,Missouri,Scotland County,31.2,15.6,,
1583,Missouri,Scott County,36.5,19.6,,
1584,Missouri,Shannon County,29.7,23.7,,
1585,Missouri,Shelby County,33.1,18.4,,
1586,Missouri,Stoddard County,32.8,15.7,,
1587,Missouri,Stone County,33.2,16.6,,
1588,Missouri,Sullivan County,35.7,16.6,,
1589,Missouri,Taney County,30.9,19,,
1590,Missouri,Texas County,32.6,21.7,,
1591,Missouri,Vernon County,30.3,18.8,,
1592,Missouri,Warren County,28.4,13.8,,
1593,Missouri,Washington County,33.6,21.2,,
1594,Missouri,Wayne County,36.1,22.5,,
1595,Missouri,Webster County,33.8,18.9,,
1596,Missouri,Worth County,30.2,14.5,,
1597,Missouri,Wright County,31.4,25.4,,
1598,Missouri,St. Louis city,33.8,27.1,,18.05826087
1599,Montana,Beaverhead County,24.2,16.3,,
1600,Montana,Big Horn County,38.8,29.2,,
1601,Montana,Blaine County,35.6,27.7,,
1602,Montana,Broadwater County,30.4,9.9,,
1603,Montana,Carbon County,24,11.2,,
1604,Montana,Carter County,25,11.8,,
1605,Montana,Cascade County,28.2,15.3,,
1606,Montana,Chouteau County,26.2,23.2,,
1607,Montana,Custer County,30.6,11.3,,
1608,Montana,Daniels County,25.5,5.8,,
1609,Montana,Dawson County,30.9,13.6,,
1610,Montana,Deer Lodge County,25.9,17.3,,
1611,Montana,Fallon County,27.7,6.6,,
1612,Montana,Fergus County,26,11.5,,
1613,Montana,Flathead County,23.1,13.3,,
1614,Montana,Gallatin County,15.5,13.2,,
1615,Montana,Garfield County,25.9,9.2,,
1616,Montana,Glacier County,34.2,33.2,,
1617,Montana,Golden Valley County,24.4,26.6,,
1618,Montana,Granite County,29,14.9,,
1619,Montana,Hill County,33.4,21.2,,
1620,Montana,Jefferson County,27.5,9.5,,
1621,Montana,Judith Basin County,28.8,14.1,,
1622,Montana,Lake County,27.7,22.6,,
1623,Montana,Lewis and Clark County,24.3,12.2,,
1624,Montana,Liberty County,26.5,17.8,,
1625,Montana,Lincoln County,28.8,18.6,,
1626,Montana,McCone County,23.8,9,,
1627,Montana,Madison County,21.7,10.7,,
1628,Montana,Meagher County,23.9,14.1,,
1629,Montana,Mineral County,27.7,17.2,,
1630,Montana,Missoula County,22.2,16,,
1631,Montana,Musselshell County,27.5,16.4,,
1632,Montana,Park County,22.6,12.3,,
1633,Montana,Petroleum County,24.6,6.8,,
1634,Montana,Phillips County,29,15.9,,
1635,Montana,Pondera County,29.4,20.9,,
1636,Montana,Powder River County,27.3,9.3,,
1637,Montana,Powell County,28,13.8,,
1638,Montana,Prairie County,26.2,17.8,,
1639,Montana,Ravalli County,23.3,18,,
1640,Montana,Richland County,30.7,11.4,,
1641,Montana,Roosevelt County,36.9,27.8,,
1642,Montana,Rosebud County,35.6,20.6,,
1643,Montana,Sanders County,26.8,22.4,,
1644,Montana,Sheridan County,29.8,10.5,,
1645,Montana,Silver Bow County,25.5,20.1,,
1646,Montana,Stillwater County,21.8,7.8,,
1647,Montana,Sweet Grass County,24.3,12.7,,
1648,Montana,Teton County,26.7,12.1,,
1649,Montana,Toole County,26.5,19.2,,
1650,Montana,Treasure County,25.6,21.9,,
1651,Montana,Valley County,29.2,12,,
1652,Montana,Wheatland County,25.3,19.7,,
1653,Montana,Wibaux County,26.6,15.3,,
1654,Montana,Yellowstone County,25.1,11.5,,15.71964286
1655,Nebraska,Adams County,33,11.8,,
1656,Nebraska,Antelope County,27.6,12.7,,
1657,Nebraska,Arthur County,29.7,8,,
1658,Nebraska,Banner County,33.5,11.7,,
1659,Nebraska,Blaine County,29.1,19.2,,
1660,Nebraska,Boone County,31.6,10.1,,
1661,Nebraska,Box Butte County,33.9,17,,
1662,Nebraska,Boyd County,34.2,11,,
1663,Nebraska,Brown County,30.2,16.5,,
1664,Nebraska,Buffalo County,30.1,13.1,,
1665,Nebraska,Burt County,31,9.5,,
1666,Nebraska,Butler County,32,8.5,,
1667,Nebraska,Cass County,35.4,6.2,,
1668,Nebraska,Cedar County,28.3,10.2,,
1669,Nebraska,Chase County,30.6,8.9,,
1670,Nebraska,Cherry County,26.2,11.4,,
1671,Nebraska,Cheyenne County,31.5,11.6,,
1672,Nebraska,Clay County,32.9,9.3,,
1673,Nebraska,Colfax County,31.5,13.3,,
1674,Nebraska,Cuming County,29.7,12,,
1675,Nebraska,Custer County,32,11.3,,
1676,Nebraska,Dakota County,35.8,17.2,,
1677,Nebraska,Dawes County,27.3,17.8,,
1678,Nebraska,Dawson County,33.8,15.3,,
1679,Nebraska,Deuel County,30.1,12.9,,
1680,Nebraska,Dixon County,31.5,11.9,,
1681,Nebraska,Dodge County,32.7,11.4,,
1682,Nebraska,Douglas County,27.8,14.6,,
1683,Nebraska,Dundy County,35.3,7.6,,
1684,Nebraska,Fillmore County,33.4,9.4,,
1685,Nebraska,Franklin County,36.7,13.1,,
1686,Nebraska,Frontier County,35.5,12.6,,
1687,Nebraska,Furnas County,33.9,17.2,,
1688,Nebraska,Gage County,34.1,9.7,,
1689,Nebraska,Garden County,32.6,10.2,,
1690,Nebraska,Garfield County,28.4,10.2,,
1691,Nebraska,Gosper County,34.4,5.7,,
1692,Nebraska,Grant County,28.3,13.3,,
1693,Nebraska,Greeley County,32.4,10,,
1694,Nebraska,Hall County,33.9,15.3,,
1695,Nebraska,Hamilton County,32.5,8.7,,
1696,Nebraska,Harlan County,32.1,13.2,,
1697,Nebraska,Hayes County,33.2,6.3,,
1698,Nebraska,Hitchcock County,35.9,17.4,,
1699,Nebraska,Holt County,30.2,11.8,,
1700,Nebraska,Hooker County,26.6,18.9,,
1701,Nebraska,Howard County,29.4,10.4,,
1702,Nebraska,Jefferson County,36.2,12.5,,
1703,Nebraska,Johnson County,30.3,11.8,,
1704,Nebraska,Kearney County,31.1,6.3,,
1705,Nebraska,Keith County,27.5,11.6,,
1706,Nebraska,Keya Paha County,29.6,14.9,,
1707,Nebraska,Kimball County,31.4,13.6,,
1708,Nebraska,Knox County,31.6,13.5,,
1709,Nebraska,Lancaster County,26,14.7,,
1710,Nebraska,Lincoln County,31.7,12.8,,
1711,Nebraska,Logan County,31.1,11,,
1712,Nebraska,Loup County,30.7,12.4,,
1713,Nebraska,McPherson County,30.5,14.8,,
1714,Nebraska,Madison County,32.6,15,,
1715,Nebraska,Merrick County,32.6,8.9,,
1716,Nebraska,Morrill County,30.2,11.7,,
1717,Nebraska,Nance County,29.8,13.8,,
1718,Nebraska,Nemaha County,35.5,8.6,,
1719,Nebraska,Nuckolls County,33.5,11.8,,
1720,Nebraska,Otoe County,33.9,10.9,,
1721,Nebraska,Pawnee County,29.8,16.6,,
1722,Nebraska,Perkins County,24.5,6.9,,
1723,Nebraska,Phelps County,33.4,7.9,,
1724,Nebraska,Pierce County,34.1,6,,
1725,Nebraska,Platte County,29.3,8.5,,
1726,Nebraska,Polk County,29.5,7.6,,
1727,Nebraska,Red Willow County,31.9,10.6,,
1728,Nebraska,Richardson County,36.7,19.4,,
1729,Nebraska,Rock County,30.3,12.1,,
1730,Nebraska,Saline County,33,11.2,,
1731,Nebraska,Sarpy County,30.6,6.4,,
1732,Nebraska,Saunders County,28.6,9.7,,
1733,Nebraska,Scotts Bluff County,33.9,13.7,,
1734,Nebraska,Seward County,29.4,9.4,,
1735,Nebraska,Sheridan County,30.2,16.5,,
1736,Nebraska,Sherman County,33.1,13.5,,
1737,Nebraska,Sioux County,32.3,12.5,,
1738,Nebraska,Stanton County,34.3,11.6,,
1739,Nebraska,Thayer County,30.2,12,,
1740,Nebraska,Thomas County,32.8,8.2,,
1741,Nebraska,Thurston County,41.8,30.6,,
1742,Nebraska,Valley County,32.3,12.9,,
1743,Nebraska,Washington County,31.5,9.5,,
1744,Nebraska,Wayne County,29.6,13.6,,
1745,Nebraska,Webster County,32.9,12.8,,
1746,Nebraska,Wheeler County,28.1,7.2,,
1747,Nebraska,York County,33.6,10.8,,11.97526882
1748,Nevada,Churchill County,25.5,15.9,,
1749,Nevada,Clark County,27.8,15.7,,
1750,Nevada,Douglas County,21.4,10.6,,
1751,Nevada,Elko County,30.3,11,,
1752,Nevada,Esmeralda County,25.5,17.1,,
1753,Nevada,Eureka County,27.2,9.7,,
1754,Nevada,Humboldt County,25.7,10.5,,
1755,Nevada,Lander County,30.4,11.5,,
1756,Nevada,Lincoln County,25.9,13.1,,
1757,Nevada,Lyon County,29.8,16.5,,
1758,Nevada,Mineral County,28,20.2,,
1759,Nevada,Nye County,31.5,18.2,,
1760,Nevada,Pershing County,31.1,17.5,,
1761,Nevada,Storey County,26.9,7.5,,
1762,Nevada,Washoe County,21.8,15.2,,
1763,Nevada,White Pine County,28.7,11.5,,
1764,Nevada,Carson City,24.6,16.8,,14.02941176
1765,New Hampshire,Belknap County,31.3,10.5,,
1766,New Hampshire,Carroll County,25.2,9.5,,
1767,New Hampshire,Cheshire County,27.4,11.8,,
1768,New Hampshire,Coos County,30.5,14.1,,
1769,New Hampshire,Grafton County,25.3,11.6,,
1770,New Hampshire,Hillsborough County,28.5,8.8,,
1771,New Hampshire,Merrimack County,29.5,9.1,,
1772,New Hampshire,Rockingham County,26.1,5.5,,
1773,New Hampshire,Strafford County,29.1,11.1,,
1774,New Hampshire,Sullivan County,28.8,9.7,,10.17
1775,New Jersey,Atlantic County,27.6,15.2,,
1776,New Jersey,Bergen County,21.5,7.4,,
1777,New Jersey,Burlington County,28,6.4,,
